"y","x"
56.09364,-5.498133
57.066833,-2.653014
57.504228,-3.061325
55.972583,-4.573447
55.345637,-5.558053
56.978405,-2.273076
55.888373,-3.736303
55.061891,-4.264078
55.927132,-2.329645
55.317035,-3.443339
55.890227,-4.184152
55.870533,-4.278953
54.974538,-3.52477
55.737594,-4.175615
56.319098,-4.321788
55.593232,-4.659658
55.819534,-2.232978
55.639212,-2.454308
56.102021,-3.874542
55.95941,-4.33224
56.018515,-4.295688
55.959712,-4.316237
57.190418,-3.796956
55.918512,-2.137573
54.891638,-3.677559
55.954631,-4.572255
57.567727,-4.0914
55.478723,-3.449245
57.17978,-4.855418
55.307291,-3.506004
57.065971,-2.801416
55.814858,-4.371469
57.066076,-2.784927
55.863855,-4.150708
55.803678,-4.482494
55.954198,-3.515013
55.75479,-4.670649
55.428863,-3.052354
54.878206,-3.973168
57.647282,-3.559766
55.913914,-4.361512
57.351688,-3.040299
55.215215,-4.68154
55.909576,-4.105239
55.770106,-3.07747
55.819748,-2.041469
57.199396,-3.797392
56.174554,-4.361385
55.998538,-2.474549
55.836991,-2.42468
55.648602,-2.327299
55.587779,-3.342195
55.117866,-3.561587
55.373911,-5.513224
56.427656,-2.869004
55.836257,-4.64429
56.336588,-3.028684
55.399717,-4.457097
55.850307,-4.821008
54.862906,-3.801018
56.050024,-3.743561
55.79721,-4.354441
55.998203,-2.55471
55.610491,-4.692588
54.928905,-4.162947
55.906147,-4.297042
54.993811,-4.526027
56.743267,-3.644737
56.987271,-2.322508
55.973489,-3.403596
54.9749,-4.102915
54.880234,-4.363007
55.776488,-4.002383
55.006465,-3.056898
55.496875,-3.434081
56.680485,-2.662633
55.944437,-2.521919
55.819742,-2.057428
56.145671,-3.957154
57.318601,-3.62054
57.125609,-3.925976
55.517995,-3.133921
55.161526,-4.222624
55.732541,-4.860294
55.973771,-4.028593
55.054193,-5.03094
56.110786,-4.405731
55.871313,-2.760649
56.409169,-4.311063
55.319357,-4.846211
55.519703,-3.751707
56.915675,-2.190498
55.535942,-4.386344
57.551535,-4.249255
56.185222,-2.847404
55.119593,-3.420528
55.628435,-2.803582
57.690402,-4.006191
56.805784,-2.746725
55.787932,-3.09391
55.350583,-3.633824
55.855117,-2.376956
55.787197,-3.173625
56.808484,-4.089866
57.101345,-2.884712
55.513133,-4.622568
57.079161,-4.022568
55.39074,-4.45654
55.084251,-4.01464
55.024194,-4.355827
55.841504,-6.354441
56.825437,-2.370268
56.18353,-4.361937
55.364488,-5.528174
55.9581,-3.883596
54.988359,-3.072051
57.412867,-4.457215
56.392055,-2.819597
55.084021,-3.387934
57.289964,-2.889235
54.889619,-3.817802
55.731795,-4.892101
56.726358,-3.56228
55.745136,-4.255701
55.769382,-3.157149
57.645559,-3.693732
55.957873,-3.178785
55.602907,-3.580806
54.869225,-3.972729
56.101809,-4.405171
55.927251,-2.281635
54.961473,-3.821046
56.436971,-2.820564
55.857431,-3.335502
55.801594,-2.216919
57.67443,-3.116595
55.510375,-2.975354
55.933079,-4.298636
56.873603,-4.881261
57.050314,-4.136412
54.975116,-3.477919
55.39137,-4.424997
56.121867,-3.74681
55.774754,-2.137066
55.954969,-3.450976
55.944963,-2.377829
55.60105,-2.866506
55.918467,-3.497617
55.881812,-4.151701
57.21368,-3.740129
55.828494,-4.116821
55.995015,-4.350421
54.907815,-3.803023
56.986624,-4.182141
55.905243,-4.344986
55.680902,-3.790719
55.381762,-4.455984
55.846688,-2.073438
57.599005,-4.101564
55.864647,-2.08945
56.127469,-4.471141
55.772652,-4.225402
55.912386,-4.857526
56.164645,-4.409099
55.849199,-4.868863
55.328698,-4.831113
55.336669,-5.557248
55.951921,-4.251698
55.799586,-4.226939
56.470941,-5.175467
55.610362,-2.819087
56.390095,-3.840075
55.719954,-2.487083
56.047949,-4.401816
56.173307,-4.425752
55.227869,-4.509394
56.624029,-3.036491
55.73408,-3.840935
56.216181,-3.396329
55.728896,-4.159205
55.738978,-4.096041
57.745566,-3.925233
56.680397,-2.678954
55.980131,-3.596164
55.78163,-4.225914
56.702245,-3.316288
56.307879,-3.221872
57.171741,-3.845671
55.085221,-3.278307
55.94021,-3.146229
57.031508,-4.184772
55.655491,-2.788243
55.922891,-4.362058
56.014102,-3.741942
55.982553,-4.526013
56.131298,-4.012744
55.699658,-4.284909
57.291231,-3.652523
56.105509,-4.662733
57.089949,-3.907622
56.083226,-4.436159
56.033565,-6.26363
55.391056,-4.440769
54.832534,-4.017651
55.85881,-4.422088
55.512962,-2.563698
55.746819,-3.57069
56.029683,-4.416732
55.361253,-5.638382
56.415007,-3.290141
55.880964,-4.19962
56.285544,-4.190492
56.518788,-2.659808
56.136766,-4.455641
55.364032,-5.543919
56.299517,-3.156965
56.249058,-4.220691
54.890082,-3.786639
57.217115,-3.814814
55.609678,-6.296888
55.325383,-5.635091
56.16265,-3.36218
55.778365,-3.157416
57.075358,-2.735638
56.298824,-3.932655
55.618673,-2.914529
55.684729,-2.24808
55.970517,-2.698508
54.952257,-3.836246
55.364123,-4.43911
57.461482,-4.260392
55.783756,-2.121153
57.577861,-4.284333
56.679078,-3.739879
57.533661,-3.663481
55.163722,-4.568167
55.623358,-3.375173
55.923099,-3.049707
55.978144,-2.90697
55.977967,-4.301299
55.752358,-2.049362
55.904516,-4.808943
55.7882,-3.827538
57.492646,-4.012014
55.14509,-4.990743
57.198918,-3.830474
55.654489,-2.931257
55.66294,-3.789898
57.517939,-4.113597
56.007688,-3.549184
55.960815,-3.331052
55.849096,-3.958192
55.734582,-3.028715
57.098675,-3.924579
55.904464,-3.864998
56.054688,-4.514667
56.373981,-2.8354
55.860744,-2.984116
56.12276,-3.682502
56.409097,-2.94961
55.96627,-5.703041
56.194205,-2.847603
55.368757,-3.618794
55.771481,-4.289111
55.514168,-5.636648
55.939145,-3.946723
55.868773,-3.519675
55.15168,-4.269163
57.364336,-3.55605
56.7759,-2.410687
57.400966,-4.123499
56.003442,-5.810911
57.085549,-2.488351
55.803396,-6.414058
56.200303,-3.911575
56.532746,-3.196586
57.773254,-3.876261
55.809422,-4.179622
56.037422,-3.309613
55.325061,-3.52244
57.073531,-2.999511
56.469872,-3.194607
54.921819,-4.053328
56.191888,-4.394688
55.161529,-2.747076
55.922244,-3.145698
57.644655,-3.400489
56.419005,-2.820177
56.005327,-2.875534
54.872572,-3.754693
56.18079,-3.346712
55.347374,-4.800895
55.781665,-2.727013
56.075804,-3.825064
56.309904,-2.995638
55.885701,-3.208571
55.76411,-4.655344
56.67754,-4.376456
56.621288,-3.998007
55.363574,-5.559664
54.948349,-3.797031
55.907863,-3.625189
55.647425,-2.629186
57.118825,-2.951187
55.230691,-4.124258
57.401448,-3.457766
57.088927,-3.973586
55.170505,-4.223124
57.095462,-2.075898
55.206357,-2.763629
55.963569,-3.483338
56.548858,-3.376024
57.019098,-3.063932
57.43354,-3.758884
54.988079,-3.103301
55.870101,-2.936411
56.654297,-2.49907
55.168515,-3.799074
57.211432,-2.456903
57.0372,-3.047971
57.266158,-2.026511
55.448213,-5.092736
55.367368,-5.733674
57.265958,-2.225464
56.107994,-6.191395
55.011766,-4.527157
56.218523,-3.170649
55.403715,-5.721301
56.543925,-3.766204
56.621413,-3.313472
55.981724,-3.468005
57.652863,-4.104678
55.630496,-4.59863
57.878097,-4.067228
55.980506,-2.490354
56.661792,-3.690134
55.358402,-5.732828
55.808014,-2.823234
56.469715,-3.210834
55.254155,-3.441059
57.163005,-3.828699
55.719823,-2.518918
55.530847,-3.593758
55.927381,-2.217622
55.979712,-3.628201
57.073661,-2.98302
55.692801,-2.534468
56.269734,-5.627313
55.347734,-4.785145
57.32758,-3.620935
57.932768,-4.0197
56.05198,-3.599131
55.709397,-2.789329
56.07708,-2.893227
56.532902,-3.180332
55.54492,-4.386888
55.998054,-2.586774
56.194093,-2.863715
55.045394,-3.605721
55.997977,-2.602805
56.543188,-3.034281
55.964792,-4.028123
55.530931,-2.563955
57.079426,-4.006082
56.099034,-6.19042
55.864427,-2.249225
57.328003,-3.587734
56.332383,-4.079938
55.917445,-4.169679
56.428094,-2.804159
56.783157,-3.990237
55.891557,-2.137478
55.698863,-3.79154
55.969841,-4.701483
56.364887,-2.851388
56.116859,-4.550899
55.712639,-3.42606
55.428726,-3.068152
56.26414,-3.85017
54.882655,-3.677186
55.767257,-3.364296
56.364527,-5.118018
57.282252,-3.652121
55.700536,-4.237215
54.772185,-4.372251
57.788877,-4.028476
56.662231,-3.657521
55.386738,-5.688112
56.774696,-3.957056
57.33451,-2.940145
55.699953,-4.269011
55.790456,-2.759072
55.813926,-4.419298
55.744455,-3.745836
56.643012,-2.906563
55.353678,-5.740275
57.819119,-3.811299
56.741239,-3.791804
55.695526,-4.905336
55.972743,-3.467665
56.37387,-2.851588
55.945011,-2.361818
56.092767,-3.16683
55.979679,-2.666622
57.042785,-2.908041
54.881554,-3.755084
57.157809,-2.373585
55.806187,-4.354983
55.591601,-2.929766
56.039593,-4.369187
54.826513,-3.830533
57.013811,-2.454476
55.018239,-3.620277
56.059976,-2.76436
56.042297,-2.715856
56.859965,-2.698604
55.996228,-2.891361
56.357746,-3.57954
56.190311,-3.975543
57.027938,-3.080659
56.671985,-2.564576
55.862229,-2.776449
55.918281,-4.121714
55.782768,-4.162185
55.65419,-3.773604
57.137155,-2.902089
56.378345,-4.017659
55.787926,-4.369831
55.643616,-3.153437
55.618432,-2.946279
57.035389,-3.245656
55.55656,-2.802114
55.395835,-4.188382
55.88722,-3.816201
55.383092,-3.145841
57.691135,-3.251306
57.093225,-2.752495
57.522852,-3.796582
56.735392,-2.434763
56.216541,-3.364091
55.621391,-6.218699
57.180962,-3.829586
55.908743,-4.61722
56.352789,-3.223308
55.594766,-4.120086
55.002788,-4.526592
55.690113,-3.775231
56.048261,-4.385777
55.393785,-5.751965
57.025562,-3.327697
56.02493,-2.603225
56.060752,-3.615555
55.370169,-3.508392
55.693745,-2.232229
56.752758,-2.58214
55.629439,-3.613642
55.730418,-3.442633
57.587138,-4.268184
55.472319,-3.211708
55.823216,-4.403909
55.074858,-3.403279
55.173535,-4.930045
55.998907,-3.532797
56.695606,-5.178039
57.824783,-4.030494
55.451962,-3.432451
55.978376,-2.874925
56.693264,-3.315974
56.005388,-4.720007
55.906313,-4.729065
56.163884,-3.941975
55.828519,-2.233032
57.070183,-4.022079
54.952955,-3.789428
55.986038,-4.349876
55.460944,-3.432777
55.40812,-3.336097
57.560939,-2.645123
55.568642,-4.071095
55.381444,-4.471751
56.1961,-5.684863
55.636907,-3.72516
57.70028,-3.234843
55.881249,-4.183647
55.501995,-2.895991
56.518084,-4.252665
56.679752,-3.690939
55.988414,-4.221753
55.850458,-4.389614
56.208526,-3.960356
55.70196,-4.157719
57.581876,-4.050394
57.448765,-4.459624
56.197056,-5.652699
55.625943,-3.121155
55.600162,-6.311732
56.057237,-4.386332
55.824749,-4.324172
57.040635,-2.487762
57.574228,-3.966345
55.934257,-4.234662
56.399732,-2.997982
55.783624,-2.216819
57.760576,-4.11094
56.40934,-2.917204
55.801557,-4.115359
55.970731,-3.627824
55.688208,-3.902413
55.810763,-2.041459
57.078624,-4.055539
55.737311,-4.19153
55.166098,-3.955965
55.628223,-2.835341
55.788298,-2.049408
57.686416,-2.697666
57.226568,-3.782149
55.792174,-2.392295
55.70985,-3.64879
55.776415,-3.348673
55.837703,-2.073421
56.319016,-2.979708
55.880678,-4.215592
56.057547,-4.370288
57.068826,-4.104484
55.059316,-3.88812
56.387193,-3.370187
56.654515,-3.559306
54.832013,-4.048766
55.793659,-4.051121
55.909527,-2.137541
57.694907,-2.781707
56.342167,-4.031929
57.217237,-3.003394
56.29291,-2.865943
56.66329,-3.575985
55.934984,-4.651016
57.164862,-3.696491
55.814239,-4.403355
56.573241,-2.546828
55.916418,-3.657549
56.228414,-4.364699
55.870236,-4.29492
56.244843,-3.236
57.217823,-3.765166
55.289519,-3.489583
57.208137,-3.814374
55.672152,-3.774417
56.229929,-4.28412
55.661731,-3.138074
56.293934,-2.704398
56.111098,-4.389665
56.635507,-3.640044
57.207897,-3.830919
55.54461,-4.402722
56.214988,-5.654406
57.559642,-2.862373
55.372082,-5.576218
55.834868,-4.708083
55.961323,-3.659469
54.882869,-3.661606
57.059571,-4.120452
55.792224,-2.376348
56.830618,-3.042193
57.093125,-2.768996
57.672449,-4.005199
56.564185,-2.562968
57.32904,-1.993341
55.909282,-2.281505
55.735865,-4.271096
56.240123,-2.687275
57.077057,-2.339782
55.818368,-2.584066
56.248828,-2.735844
57.25397,-3.750317
55.649762,-3.423774
55.88209,-4.135728
55.58494,-4.627357
57.212249,-2.059583
55.651338,-3.2808
55.810518,-2.24888
56.22748,-4.413043
55.912037,-4.457412
56.672653,-5.976307
57.411363,-3.374924
56.059875,-2.780417
57.33036,-3.388506
56.228721,-4.348584
55.806277,-2.017524
55.979219,-2.746741
56.2787,-5.628163
55.906739,-4.265077
56.386081,-3.46733
56.143584,-3.458076
55.891345,-4.120243
55.703471,-3.44164
55.692981,-4.157224
55.046597,-3.511855
55.837285,-2.328883
55.747132,-4.144279
56.064185,-4.90089
56.076965,-3.744777
57.064416,-3.015757
55.713473,-4.906669
55.671688,-3.806199
55.467667,-4.192361
55.092445,-4.062068
56.334487,-3.950635
56.014471,-4.271382
55.554814,-4.339918
55.711149,-2.439228
54.943275,-3.835836
55.118934,-4.957414
55.483017,-5.625857
55.520302,-2.848891
55.99622,-4.286347
56.221043,-2.864321
57.694586,-2.832027
55.825764,-2.855533
57.030902,-2.652384
55.813294,-4.451183
57.226802,-3.765595
55.931877,-5.163219
55.788232,-4.353899
55.659496,-5.737611
55.19186,-4.915676
55.91422,-4.345528
55.988124,-4.23777
56.382741,-2.867981
55.614376,-3.374858
55.372695,-3.287562
55.432349,-4.617206
55.639386,-4.138387
55.81135,-4.546829
57.352501,-3.771627
56.07425,-4.435592
56.600427,-3.573366
56.082908,-4.452212
55.770328,-2.049385
56.488145,-3.162701
57.490163,-4.162048
55.701679,-4.173619
55.521255,-4.211183
55.954779,-3.466985
55.934201,-2.761881
55.483299,-5.127149
56.027909,-4.015384
56.52227,-3.342549
55.118264,-3.530242
56.643994,-2.75983
55.348916,-4.296208
55.054786,-3.574786
55.416459,-5.596039
55.848449,-3.335194
54.965749,-3.508817
55.362199,-4.533671
56.181211,-4.893601
55.810549,-2.232925
55.297367,-4.624062
56.558959,-5.247959
55.842112,-3.063492
56.505643,-3.21198
55.045994,-4.999005
56.061323,-4.627554
55.697845,-4.380289
56.391254,-2.932967
56.255743,-3.026514
56.181074,-3.991181
55.383993,-4.771905
55.397692,-3.462068
55.04961,-3.245866
55.399399,-4.472872
57.018371,-3.146263
55.595919,-4.532847
56.371894,-3.85539
55.351611,-3.555004
55.115084,-3.765311
55.924399,-4.282115
55.770311,-2.081263
56.586319,-3.230843
56.174095,-4.812498
55.655587,-6.270107
55.838629,-6.178302
55.876448,-4.439175
56.366727,-3.579911
55.932478,-4.330621
57.733367,-4.126152
56.57307,-3.604785
56.573691,-3.555978
57.650602,-3.652073
55.941152,-4.347156
55.752341,-2.081226
55.035692,-4.669528
56.175165,-4.3292
57.358863,-3.239974
55.531003,-2.548113
56.371674,-3.126771
55.78372,-2.153042
56.156513,-4.795106
55.818654,-2.520234
57.102107,-2.769182
57.293109,-2.009939
55.411717,-5.753667
57.102207,-2.752677
55.201209,-4.900642
55.987242,-4.285817
56.652562,-2.825242
54.992164,-4.604096
57.446128,-4.109451
57.090199,-3.89113
55.835499,-4.228992
55.792272,-2.3604
57.129388,-3.661825
56.020391,-4.432199
55.583912,-4.674897
56.060998,-6.250587
55.791181,-4.194555
55.845411,-3.590637
57.562886,-3.480929
56.496973,-3.179215
54.839381,-4.142581
55.653764,-5.140736
55.997102,-4.238289
56.794398,-3.843462
54.907472,-4.349003
55.338759,-4.784515
56.43549,-4.345103
55.571951,-3.865063
56.714535,-3.774195
57.752155,-4.076836
55.924695,-4.266125
57.470157,-4.277605
56.209232,-3.20261
57.07404,-2.933546
57.110882,-2.802385
57.607982,-4.102083
57.699948,-3.268389
56.675301,-3.315348
55.636715,-4.72617
55.918555,-4.105725
56.978582,-2.174368
56.564506,-3.571874
57.071993,-3.9067
55.758965,-3.300262
56.185543,-2.799078
56.158015,-3.732349
55.093182,-3.372581
56.325188,-3.287109
56.883344,-3.174947
55.88251,-2.185401
57.035713,-3.21271
55.935017,-3.610317
57.085896,-2.389361
55.168282,-3.814764
56.107551,-4.566367
55.807336,-2.918948
55.819639,-2.169142
57.523707,-4.297646
55.986644,-4.317847
55.729508,-2.312054
55.866586,-3.319837
56.248428,-2.800387
55.002377,-4.073079
55.812975,-4.467124
54.970455,-3.821453
57.367342,-3.290141
55.709224,-4.25363
54.785773,-4.124191
55.618765,-4.724923
57.579628,-3.581956
56.087484,-3.632746
56.573893,-3.539708
56.080902,-3.439638
55.79944,-2.759247
54.95774,-4.05516
56.771487,-2.386097
57.22749,-3.715932
57.149006,-2.307388
57.067985,-4.153924
55.03702,-4.998334
57.313459,-3.288252
55.918394,-4.585859
57.254378,-2.838653
55.366627,-2.971815
56.383072,-2.819404
55.417274,-3.320608
57.421188,-4.491085
55.799341,-2.775196
55.897801,-3.704737
56.314154,-4.095116
55.197565,-2.732041
55.873619,-2.105452
55.642683,-3.248741
56.681041,-2.548389
56.173858,-3.878042
55.078468,-3.810694
57.594195,-3.833563
56.005494,-4.270855
56.110472,-4.421796
56.905799,-5.705269
57.716859,-3.369703
55.873525,-2.185358
57.754798,-3.908918
56.041374,-2.860299
56.284038,-2.84959
55.698761,-4.332601
57.346377,-3.55529
55.655933,-4.218772
55.891193,-2.32934
55.31188,-3.4983
55.460614,-4.555801
57.571469,-3.514719
56.946473,-3.563257
57.322269,-3.305167
55.774798,-2.089243
55.592887,-4.675508
55.212954,-3.832515
55.960899,-4.252219
57.364964,-2.043207
55.748752,-3.411446
56.21837,-3.18677
55.918396,-2.217572
55.150747,-2.997942
56.785898,-3.810304
56.916298,-4.57235
55.859655,-3.111902
55.317348,-5.602819
56.04732,-4.433894
55.429131,-3.020756
56.563047,-2.774477
56.206022,-5.653552
57.687995,-2.295169
55.039104,-3.38638
57.6301,-3.048249
55.936235,-3.514311
55.730969,-3.394879
55.576366,-3.548014
56.014534,-2.843662
55.052911,-4.263571
56.684283,-3.315661
55.774345,-4.129829
55.044222,-4.247427
55.237091,-3.361808
56.539327,-3.424465
55.997732,-2.6509
55.834713,-3.717943
55.01082,-4.104795
56.097291,-4.163709
55.913297,-4.39348
56.293022,-2.849789
56.112926,-4.293266
55.134589,-3.656362
56.568191,-3.946375
56.417698,-2.998453
56.182598,-4.410224
57.47005,-2.826916
57.087601,-4.056036
56.045161,-3.422252
57.014536,-2.158069
55.990706,-3.468346
55.368086,-2.766741
56.073325,-3.985619
57.35903,-3.938192
57.466629,-3.243622
55.693259,-4.141328
55.366886,-5.749417
57.509517,-4.07972
56.119239,-3.923638
56.0024,-5.217115
56.27453,-3.753765
56.134412,-3.47382
57.218511,-3.715515
56.307055,-3.302662
55.017909,-5.043846
57.632906,-4.220783
57.09052,-3.115484
55.923141,-3.817881
55.584007,-2.723354
57.128406,-2.868839
55.447006,-5.140092
57.605709,-3.650035
55.614197,-3.390729
55.078204,-3.074453
55.768727,-4.43244
55.991528,-4.526599
57.119424,-2.868629
55.539608,-2.627462
55.377594,-4.203159
55.872833,-4.151204
55.356173,-3.870677
55.953639,-4.155686
56.000796,-3.372515
55.58302,-3.722796
57.520511,-3.245456
55.113124,-3.185132
55.767509,-4.001922
55.610671,-2.771469
55.941455,-4.33116
57.118886,-4.066028
56.379894,-3.207983
57.084142,-2.76881
55.487085,-2.23101
56.65423,-2.515379
57.623884,-3.634114
55.42771,-3.178737
55.770337,-2.017507
56.213082,-2.702914
56.283191,-4.31961
57.457145,-3.293303
56.573311,-2.530553
55.77909,-3.077718
57.290791,-3.685691
56.023696,-5.427582
55.864635,-2.105427
55.729119,-2.43943
55.89113,-4.600039
54.945162,-4.257509
55.922392,-3.1297
56.146177,-3.924984
56.235861,-3.235711
56.180965,-3.330608
56.113779,-3.68211
56.123943,-4.181295
56.52155,-3.407543
56.99772,-3.409014
55.295302,-4.718451
55.624144,-4.471127
55.873111,-4.135235
55.903694,-4.424886
55.968689,-4.316773
56.708062,-2.532449
56.564913,-3.539343
56.364661,-2.883756
55.40901,-4.441876
55.382425,-5.529772
56.051281,-2.716022
55.084198,-3.372273
54.785691,-4.590803
55.518565,-3.070585
56.762398,-2.418718
54.937389,-3.234589
55.977365,-4.333321
56.780239,-3.564519
56.396565,-4.00242
57.455382,-4.093314
57.273273,-3.651718
55.362652,-5.591153
55.965574,-3.980095
55.93278,-4.314629
56.698789,-4.198117
54.819225,-4.701926
55.801763,-2.073353
56.065034,-3.246301
55.32678,-5.587904
56.662183,-5.077285
57.032186,-2.322897
55.861107,-6.308658
55.810757,-2.057414
58.062225,-3.772743
56.416927,-5.511562
55.673561,-2.772706
56.138646,-4.359182
